,marketSegment,name,slug,ticker,totalSupply
1924,Cryptocurrency,Bitcoin Rhodium,bitcoin-rhodium,XRC,1316162.5
1925,VeChain,VeThor Token,vethor-token,VTHO,42208983917
1926,DeFi,Alpha Finance Lab,alpha-finance-lab,ALPHA,1000000000
1927,Smart Contracts,Edgeware,edgeware,EDG,6529391836
1928,DeFi,Mithril Share,mithril-share,MIS,1000001
1929,Financial,Monolith,monolith,TKN,39406759.9283204
1930,Cryptocurrency,Bitblocks,bitblocks,BBK,273203440
1931,Blockchain Network,TOP,top,TOP,20000000000
1932,Cryptocurrency,Masari,masari,MSR,16045916.20395019
1933,Privacy,Iridium,iridium,IRD,23607843.2711594
1934,Ethereum,STK,stk,STK,500000000
1935,Other,ROIyal Coin,roiyal-coin,ROCO,2122869.82528458
1936,Stablecoin,Stably USD,stableusd,USDS,90000287910.38416
1937,Prediction Market,PlotX,plotx,PlotX,200000000
1938,,Aegeus,aegeus,AEG,43280999.8597271
1939,Cryptocurrency,Lightpaycoin,lightpaycoin,LPC,5803454.93497902
1940,Stablecoin,Digix Gold Token,digix-gold-token,DGX,78000
1941,Cryptocurrency,Electra,electra,ECA,29623015012.554535
1942,Other,Aencoin,aencoin,AEN,4000000000
1943,Privacy,CUTcoin,cutcoin,CUT,153903315.495
1944,Gaming,Cocos-BCX,cocos-bcx,COCOS,100000000
1945,Privacy,Horizen,zencash,ZEN,11736387.5
1946,Smart Contracts,Kadena,kadena,KDA,1000000000
1947,DeFi,SafeCapital,safecapital,SCAP,2108509.11
1948,Ethereum,Vectorspace,vectorspace-ai,VEC,50000000
1949,Privacy,Zcash,zcash,ZEC,13083943.75
1950,Cryptocurrency,Bitcoin Token,bitcoin-token,BTK,14706517.63794122
1951,Platform,PegNet,pegnet,PEG,2227955499.0044
1952,Privacy,Dash,dash,DASH,10429265.77268222
1953,Platform,Origin Protocol,origin-protocol,OGN,1000000000
1954,Decentralized Exchange,Leverj Gluon,leverj-gluon,L2,840610262.8619679
1955,Interoperability,NIX Bridge Token,nix-bridge-token,NBT,0
1956,Lending,Aave,aave,AAVE,16000000
1957,Masternodes,PAC Protocol,paccoin,PAC,15697828367.593914
1958,Stablecoin,TerraKRW,terra-krw,KRT,42848857385.17379
1959,Cryptocurrency,Nyzo,nyzo,NYZO,100000000
1960,DeFi,Perlin,perlin,PERL,1033200000
1961,Cryptocurrency,NewYorkCoin,newyorkcoin,NYC,143761098437.99847
1962,Blockchain Network,CertiK,certik,CTK,105156796.09679
1963,DeFi,DeFiZap,defizap,DFZ,
1964,Lending,88mph,88mph,MPH,402380.35837557
1965,DeFi,Terra,luna,LUNA,930507207.924648
1966,Interoperability,Blocknet,blocknet,BLOCK,8183100.86531109
1967,Cryptocurrency,Ergo,ergo,ERG,35316150
1968,Stablecoin,MITH Cash,mith-cash,MIC,0
1969,E-Commerce,Shopping,shopping,SPI,1000000
1970,Cryptocurrency,Algorand,algorand,ALGO,6710474796.045839
1971,DeFi,pBTC35A,pbtc35a,pBTC35A,0
1972,Gaming,PoolTogether,pooltogether,POOL,10000000
1973,DeFi,UNION Protocol Governance Token,union-protocol-governance-token,UNN,1000000000
1974,Infrastructure,Keep Network,keep-network,KEEP,999848780.8
1975,Blockchain Service,Cartesi,cartesi,CTSI,1000000000
1976,DeFi,Badger DAO,badger-dao,BADGER,21000000
1977,Social,2key.network,2key-network,2KEY,599020418.7745987
1978,DeFi,YFFII Finance,yffii-finance,YFFII,1000000
1979,Entertainment,Verasity,verasity,VRA,19400882350.003914
1980,DeFi,Mirror Protocol,mirror-protocol,MIR,370575000
1981,Financial,Celo,celo,CELO,1000000000
1982,Cloud Storage,Arweave,arweave,AR,63190435
1983,Lending,Compound,compound,COMP,10000000
1984,Blockchain Service,NuCypher,nucypher,NU,1335605429.4129775
1985,Ethereum,Monavale,monavale,MONA,9940.75487096
1986,DeFi,DMM: Governance,dmm-governance,DMG,249511173.3211447
1987,Marketing,BitTube,bit-tube,TUBE,327051364.457486
1988,Supply,Ambrosus,amber,AMB,769873000
1989,Decentralized Exchange,Balancer,balancer,BAL,35725000
1990,Insurance,NXM,nexus-mutual,NXM,6899998.77409826
1991,DeFi,Serum,serum,SRM,1092844982
1992,Financial,TrustSwap,trustswap,SWAP,99995169.02108125
1993,Lending,DFI.Money,yearn-finance-ii,YFII,39375
1994,Lending,Meta,meta,MTA,99995244.58572492
1995,DeFi,Lido DAO Token,lido-dao,LDO,1000000000
1996,Interoperability,NerveNetwork,nervenetwork,NVT,1122857486.3837585
1997,Protocol,Meter,meter,MTRG,40000000
1998,Verification,Ontology,ontology,ONT,1000000000
1999,Lending,bZx Protocol,bzx,BZRX,1030000000
2000,Gaming,Gameswap,gameswap,GSWAP,20000000
2001,Protocol,FIO Protocol,fio-protocol,FIO,791804742.1382626
2002,DeFi,Datamine,datamine,DAM,16876778.9
2003,DeFi,Meridian Network,meridian-network,LOCK,10947704.54242852
2004,Financial,Proton,proton,XPR,12280460762.6151
2005,Platform,Cream Finance,cream-finance,CREAM,2925000
2006,Gaming,The Sandbox,the-sandbox,SAND,3000000000
2007,Protocol,Klima DAO,p-klima-dao,KLIMA,446725.774611
2008,Stablecoin,Dynamic Set Dollar,dynamic-set-dollar,DSD,35331663
2009,Interoperability,Bitgear,bitgear,GEAR,91000000
2010,Platform,Hakka.Finance,hakka-finance,HAKKA,635982513
2011,Protocol,GET Protocol,get-protocol,GET,23368773.4
2012,Lending,PROXI,proxi,CREDIT,100000000
2013,Prediction Market,Open Predict Token,open-predict-token,OPT,9900000
2014,Decentralized Exchange,UniLayer,unilayer,LAYER,40000000
2015,Lending,Xiotri,xiotri,XIOT,5000
2016,Platform,Rubic,rubic,RBC,124000000
2017,Cloud Computing,Secret,secret,SCRT,190165060
2018,Gaming,Vidya,vidya,VIDYA,50000000
2019,IoT,Machine Xchange Coin,machine-xchange-coin,MXC,2642132373
2020,Lending,SushiSwap,sushi,SUSHI,237182130.00319406
2021,Lending,yffi finance,yffi-finance,YFFI,0
2022,Platform,Cirus Foundation,cirus-foundation,CIRUS,250000000
2023,Gaming,Chain Games,chain-games,CHAIN,0
2024,Platform,Fuse Network,fuse-network,FUSE,314655930.553138
2025,Ethereum,Tokamak Network,tokamak-network,TON,50000000
2026,DeFi,Pearl,pearl,PEARL,35000
2027,DeFi,Boosted Finance,boosted-finance,BOOST,99118.16852074
2028,Decentralized Exchange,SalmonSwap,salmonswap,SAL,1000000
2029,DeFi,Perpetual Protocol,perpetual-protocol,PERP,150000000
2030,Decentralized Exchange,Unitrade,unitrade,TRADE,50000000
2031,Insurance,Nsure.Network,nsure-network,NSURE,45000000
2032,Platform,Golff,golff,GOF,9999337.73
2033,DeFi,Pickle Finance,pickle-finance,PICKLE,1798073.62249737
2034,DeFi,PowerPool,powerpool,CVP,100000000
2035,Gaming,Aavegotchi,aavegotchi-ghst-token,GHST,67436632.22368962
2036,Protocol,The Graph,the-graph,GRT,10000000000
2037,DeFi,Zoracles,zoracles,ZORA,10000
2038,Platform,Bella Protocol,bella-protocol,BEL,100000000
2039,DeFi,Flamingo,flamingo,FLM,150000000
2040,Trading,dHedge DAO,dhedge-dao,DHT,100000000
2041,Energy,Energy Web Token,energy-web-token,EWT,48638535.4433
2042,DeFi,yieldfarming.insure,yieldfarming-insure,SAFE,80000
2043,DeFi,Dego Finance,dego-finance,DEGO,8607383
2044,DeFi,yAxis,yaxis,YAX,954180.59483165
2045,Ethereum,Rarible,rarible,RARI,25000000
2046,DeFi,APEcoin,apecoin,APE,10000000
2047,Cloud Storage,Crust,crust,CRU,20000000
2048,Privacy,Ethereum Meta,ethereum-meta,ETHM,99000000000
2049,DeFi,PieDAO DOUGH v2,piedao-dough-v2,DOUGH,87161996.46257955
2050,DeFi,SmartKey,smartkey,SKEY,1000000000
2051,Privacy,Firo,zcoin,XZC,12427854.74033085
2052,Financial,Crypto.com Coin,crypto-com-coin,CRO,30263013692
2053,Insurance,Lossless,lossless,LSS,100000000
2054,Ethereum,Multiverse,multiverse,AI,0
2055,Smart Contracts,Shiden Network,shiden-network,SDN,70878061.66369393
2056,Decentralized Exchange,OpenOcean,openocean,OOE,1000000000
